Source Name	Characteristics[organism]	Characteristics[disease]	Characteristics[organism part]	Characteristics[cptac accession number]	Characteristics[data file]	Characteristics[associated file uri]	Characteristics[fraction identifier]	Characteristics[instrument]	Characteristics[modification parameters]	Characteristics[modification parameters]	Characteristics[modification parameters]	Characteristics[modification parameters]	Characteristics[modification parameters]	Characteristics[modification parameters]	Characteristics[modification parameters]	Characteristics[cleavage agent details]	Material Type	Extract Name	Assay Name	Description	Comment[Label]	Comment[fragment mass tolerance] 	Comment[precursor mass tolerance]
Sample 1677	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180611_fusion_zhw_TMT11_liver22_pho_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Phosphoproteome/liver22_Phosphoproteome_raw/20180611_fusion_zhw_TMT11_liver22_pho_F10.raw	10	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1680;TA=C;MT=Fixed	NM=STY;AC=MS:1001980;TA=;MT=Variable	AC=MS:1001251;NM=Trypsin	tissue	Sample 1677	Sample 1677				
Sample 1678	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180611_fusion_zhw_TMT11_liver22_pho_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Phosphoproteome/liver22_Phosphoproteome_raw/20180611_fusion_zhw_TMT11_liver22_pho_F11.raw	11	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1681;TA=C;MT=Fixed	NM=STY;AC=MS:1001980;TA=;MT=Variable	AC=MS:1001251;NM=Trypsin	tissue	Sample 1678	Sample 1678				
Sample 1679	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180611_fusion_zhw_TMT11_liver22_pho_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Phosphoproteome/liver22_Phosphoproteome_raw/20180611_fusion_zhw_TMT11_liver22_pho_F12.raw	12	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1682;TA=C;MT=Fixed	NM=STY;AC=MS:1001980;TA=;MT=Variable	AC=MS:1001251;NM=Trypsin	tissue	Sample 1679	Sample 1679				
Sample 1680	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180611_fusion_zhw_TMT11_liver22_pho_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Phosphoproteome/liver22_Phosphoproteome_raw/20180611_fusion_zhw_TMT11_liver22_pho_F13.raw	13	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1683;TA=C;MT=Fixed	NM=STY;AC=MS:1001980;TA=;MT=Variable	AC=MS:1001251;NM=Trypsin	tissue	Sample 1680	Sample 1680				
Sample 1681	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180611_fusion_zhw_TMT11_liver22_pho_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Phosphoproteome/liver22_Phosphoproteome_raw/20180611_fusion_zhw_TMT11_liver22_pho_F14.raw	14	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1684;TA=C;MT=Fixed	NM=STY;AC=MS:1001980;TA=;MT=Variable	AC=MS:1001251;NM=Trypsin	tissue	Sample 1681	Sample 1681				
Sample 1682	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180611_fusion_zhw_TMT11_liver22_pho_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Phosphoproteome/liver22_Phosphoproteome_raw/20180611_fusion_zhw_TMT11_liver22_pho_F15.raw	15	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1685;TA=C;MT=Fixed	NM=STY;AC=MS:1001980;TA=;MT=Variable	AC=MS:1001251;NM=Trypsin	tissue	Sample 1682	Sample 1682				
Sample 1683	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180611_fusion_zhw_TMT11_liver22_pho_F16.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Phosphoproteome/liver22_Phosphoproteome_raw/20180611_fusion_zhw_TMT11_liver22_pho_F16.raw	16	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1686;TA=C;MT=Fixed	NM=STY;AC=MS:1001980;TA=;MT=Variable	AC=MS:1001251;NM=Trypsin	tissue	Sample 1683	Sample 1683				
Sample 1684	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180611_fusion_zhw_TMT11_liver22_pho_F17.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Phosphoproteome/liver22_Phosphoproteome_raw/20180611_fusion_zhw_TMT11_liver22_pho_F17.raw	17	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1687;TA=C;MT=Fixed	NM=STY;AC=MS:1001980;TA=;MT=Variable	AC=MS:1001251;NM=Trypsin	tissue	Sample 1684	Sample 1684				
Sample 1685	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180611_fusion_zhw_TMT11_liver22_pho_F18.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Phosphoproteome/liver22_Phosphoproteome_raw/20180611_fusion_zhw_TMT11_liver22_pho_F18.raw	18	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1688;TA=C;MT=Fixed	NM=STY;AC=MS:1001980;TA=;MT=Variable	AC=MS:1001251;NM=Trypsin	tissue	Sample 1685	Sample 1685				
Sample 1686	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180611_fusion_zhw_TMT11_liver22_pho_F19.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Phosphoproteome/liver22_Phosphoproteome_raw/20180611_fusion_zhw_TMT11_liver22_pho_F19.raw	19	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1689;TA=C;MT=Fixed	NM=STY;AC=MS:1001980;TA=;MT=Variable	AC=MS:1001251;NM=Trypsin	tissue	Sample 1686	Sample 1686				
Sample 1687	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180611_fusion_zhw_TMT11_liver22_pho_F20.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Phosphoproteome/liver22_Phosphoproteome_raw/20180611_fusion_zhw_TMT11_liver22_pho_F20.raw	20	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1690;TA=C;MT=Fixed	NM=STY;AC=MS:1001980;TA=;MT=Variable	AC=MS:1001251;NM=Trypsin	tissue	Sample 1687	Sample 1687				
Sample 1688	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180611_fusion_zhw_TMT11_liver22_pho_F21.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Phosphoproteome/liver22_Phosphoproteome_raw/20180611_fusion_zhw_TMT11_liver22_pho_F21.raw	21	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1691;TA=C;MT=Fixed	NM=STY;AC=MS:1001980;TA=;MT=Variable	AC=MS:1001251;NM=Trypsin	tissue	Sample 1688	Sample 1688				
Sample 1689	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180611_fusion_zhw_TMT11_liver22_pho_F22.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Phosphoproteome/liver22_Phosphoproteome_raw/20180611_fusion_zhw_TMT11_liver22_pho_F22.raw	22	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1692;TA=C;MT=Fixed	NM=STY;AC=MS:1001980;TA=;MT=Variable	AC=MS:1001251;NM=Trypsin	tissue	Sample 1689	Sample 1689				
Sample 1690	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180611_fusion_zhw_TMT11_liver22_pho_F23.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Phosphoproteome/liver22_Phosphoproteome_raw/20180611_fusion_zhw_TMT11_liver22_pho_F23.raw	23	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1693;TA=C;MT=Fixed	NM=STY;AC=MS:1001980;TA=;MT=Variable	AC=MS:1001251;NM=Trypsin	tissue	Sample 1690	Sample 1690				
Sample 1691	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180611_fusion_zhw_TMT11_liver22_pho_F24.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Phosphoproteome/liver22_Phosphoproteome_raw/20180611_fusion_zhw_TMT11_liver22_pho_F24.raw	24	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1694;TA=C;MT=Fixed	NM=STY;AC=MS:1001980;TA=;MT=Variable	AC=MS:1001251;NM=Trypsin	tissue	Sample 1691	Sample 1691				
Sample 1692	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180215_HF_ZHW_total_liver22_F01.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Proteome/liver22_Proteome_raw/20180215_HF_ZHW_total_liver22_F01.raw	1	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1695;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 1692	Sample 1692				
Sample 1693	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180215_HF_ZHW_total_liver22_F02.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Proteome/liver22_Proteome_raw/20180215_HF_ZHW_total_liver22_F02.raw	2	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1696;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 1693	Sample 1693				
Sample 1694	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180215_HF_ZHW_total_liver22_F03.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Proteome/liver22_Proteome_raw/20180215_HF_ZHW_total_liver22_F03.raw	3	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1697;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 1694	Sample 1694				
Sample 1695	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180215_HF_ZHW_total_liver22_F04.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Proteome/liver22_Proteome_raw/20180215_HF_ZHW_total_liver22_F04.raw	4	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1698;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 1695	Sample 1695				
Sample 1696	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180215_HF_ZHW_total_liver22_F05.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Proteome/liver22_Proteome_raw/20180215_HF_ZHW_total_liver22_F05.raw	5	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1699;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 1696	Sample 1696				
Sample 1697	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180215_HF_ZHW_total_liver22_F06.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Proteome/liver22_Proteome_raw/20180215_HF_ZHW_total_liver22_F06.raw	6	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1700;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 1697	Sample 1697				
Sample 1698	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180215_HF_ZHW_total_liver22_F07.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Proteome/liver22_Proteome_raw/20180215_HF_ZHW_total_liver22_F07.raw	7	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1701;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 1698	Sample 1698				
Sample 1699	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180215_HF_ZHW_total_liver22_F08.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Proteome/liver22_Proteome_raw/20180215_HF_ZHW_total_liver22_F08.raw	8	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1702;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 1699	Sample 1699				
Sample 1700	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180215_HF_ZHW_total_liver22_F09.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Proteome/liver22_Proteome_raw/20180215_HF_ZHW_total_liver22_F09.raw	9	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1703;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 1700	Sample 1700				
Sample 1701	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180215_HF_ZHW_total_liver22_F10.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Proteome/liver22_Proteome_raw/20180215_HF_ZHW_total_liver22_F10.raw	10	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1704;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 1701	Sample 1701				
Sample 1702	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180215_HF_ZHW_total_liver22_F11.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Proteome/liver22_Proteome_raw/20180215_HF_ZHW_total_liver22_F11.raw	11	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1705;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 1702	Sample 1702				
Sample 1703	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180215_HF_ZHW_total_liver22_F12.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Proteome/liver22_Proteome_raw/20180215_HF_ZHW_total_liver22_F12.raw	12	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1706;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 1703	Sample 1703				
Sample 1704	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180215_HF_ZHW_total_liver22_F13.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Proteome/liver22_Proteome_raw/20180215_HF_ZHW_total_liver22_F13.raw	13	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1707;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 1704	Sample 1704				
Sample 1705	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180215_HF_ZHW_total_liver22_F14.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Proteome/liver22_Proteome_raw/20180215_HF_ZHW_total_liver22_F14.raw	14	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1708;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 1705	Sample 1705				
Sample 1706	Homo sapiens	hepatitis virus-related hepatocellular carcinoma	liver	S049	20180215_HF_ZHW_total_liver22_F15.raw	https://cptc-xfer.uis.georgetown.edu/publicData/External/S049_Liver_Cancer_Gao2019/liver22_Proteome/liver22_Proteome_raw/20180215_HF_ZHW_total_liver22_F15.raw	15	NM=Orbitrap Fusion;AC=MS:1002416	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NM=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=N;MT=Variable	NM=Deamidation;AC=MOD:00400;TA=Q;MT=Variable	NM=Carbamidomethyl;AC=UNIMOD:1709;TA=C;MT=Fixed		AC=MS:1001251;NM=Trypsin	tissue	Sample 1706	Sample 1706				
